[2025-08-03T15:08:21.330Z] [INFO] Activando extensión "Ollama Code Analyzer"...
[2025-08-03T15:08:22.133Z] [INFO] Extensión "Ollama Code Analyzer" activada y lista.
[2025-08-03T15:08:28.577Z] [INFO] Ejecutando comando: command.explainCode.title
[2025-08-03T15:08:28.581Z] [INFO] _updateWebview called with: isLoading=true, isUmlGeneration=false
    262,
    341,
    286,
    330,
    1056,
    788,
    220,
    19,
    20,
    345,
    286,
    330,
    77019,
    788,
    330,
    1454,
    756,
    286,
    330,
    327,
    35890,
    788,
    330,
    785,
    3411,
    7134,
    1714,
    3787,
    264,
    5309,
    14578,
    421,
    902,
    3255,
    374,
    1730,
    448,
    279,
    2661,
    3255,
    764,
    10040,
    262,
    1153,
    262,
    341,
    286,
    330,
    1056,
    788,
    220,
    21,
    16,
    345,
    286,
    330,
    77019,
    788,
    330,
    12087,
    756,
    286,
    330,
    327,
    35890,
    788,
    330,
    1949,
    4262,
    596,
    1359,
    9366,
    5711,
    64789,
    48,
    594,
    5512,
    14188,
    11,
    892,
    4675,
    845,
    421,
    902,
    12579,
    3255,
    374,
    1730,
    10040,
    262,
    456,
    921,
    73594
  ],
  "total_duration": 25858630100,
  "load_duration": 90390500,
  "prompt_eval_count": 493,
  "prompt_eval_duration": 647401700,
  "eval_count": 560,
  "eval_duration": 25119667600
}
[2025-08-03T15:20:30.595Z] [INFO] _updateWebview called with: isLoading=false, isUmlGeneration=false
[2025-08-03T15:20:30.598Z] [INFO] Comando 'command.findSuggestions.title' completado con éxito.
[2025-08-03T15:21:52.435Z] [INFO] Ejecutando comando: command.findDuplicateLogic.title
[2025-08-03T15:21:52.438Z] [INFO] _updateWebview called with: isLoading=true, isUmlGeneration=false
[2025-08-03T15:21:52.443Z] [INFO] Enviando petición a Ollama...
{
  "baseUrl": "http://localhost:11434",
  "model": "qwen2.5-coder:7b"
}
[2025-08-03T15:21:53.601Z] [INFO] Respuesta recibida de Ollama:
{
  "model": "qwen2.5-coder:7b",
  "created_at": "2025-08-03T15:21:53.5851257Z",
  "response": "```markdown\n✅ No duplicate code detected.\n```",
  "done": true,
  "done_reason": "stop",
  "context": [
    151644,
    8948,
    198,
    2610,
    525,
    1207,
    16948,
    11,
    3465,
    553,
    54364,
    14817,
    13,
    1446,
    525,
    264,
    10950,
    17847,
    13,
    151645,
    198,
    151644,
    872,
    198,
    2610,
    525,
    264,
    22513,
    2038,
    17984,
    4712,
    382,
    98743,
    25,
    4615,
    4453,
    2033,
    1969,
    387,
    304,
    662,
    382,
    2082,
    55856,
    279,
    2038,
    311,
    11140,
    73045,
    54903,
    476,
    3143,
    12,
    1713,
    938,
    2038,
    10010,
    624,
    5598,
    264,
    1895,
    304,
    73192,
    3561,
    624,
    2461,
    1817,
    66533,
    11,
    1473,
    279,
    2038,
    68642,
    323,
    862,
    1555,
    5109,
    624,
    2679,
    902,
    42328,
    525,
    1730,
    11,
    470,
    264,
    1943,
    1741,
    438,
    25,
    364,
    144247,
    2308,
    22513,
    2038,
    16507,
    21696,
    4421,
    715,
    2078,
    311,
    37427,
    2986,
    320,
    66,
    52917,
    982,
    73594,
    66,
    52917,
    198,
    322,
    8025,
    14,
    71255,
    1860,
    18775,
    319,
    970,
    739,
    463,
    970,
    739,
    3572,
    4341,
    463,
    970,
    739,
    6034,
    463,
    970,
    11635,
    2320,
    9899,
    1926,
    2231,
    11635,
    2320,
    38825,
    319,
    1666,
    262,
    584,
    536,
    35081,
    1860,
    319,
    262,
    972,
    286,
    869,
    5762,
    1759,
    27,
    71255,
    6471,
    29,
    716,
    38329,
    25876,
    463,
    286,
    869,
    526,
    716,
    3600,
    6471,
    764,
    284,
    220,
    16,
    1926,
    286,
    584,
    35081,
    1860,
    3568,
    286,
    972,
    310,
    716,
    38329,
    25876,
    284,
    501,
    1759,
    27,
    71255,
    6471,
    15921,
    286,
    2553,
    286,
    584,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    1218,
    286,
    972,
    310,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    1218,
    394,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    1189,
    3079,
    310,
    762,
    3255,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    736,
    310,
    2311,
    75888,
    2121,
    4262,
    51430,
    1647,
    310,
    716,
    38329,
    25876,
    1904,
    23794,
    736,
    310,
    470,
    3255,
    463,
    286,
    2553,
    286,
    584,
    737,
    3411,
    7134,
    1548,
    3255,
    764,
    1218,
    286,
    972,
    310,
    762,
    3255,
    284,
    716,
    38329,
    25876,
    29620,
    2601,
    589,
    435,
    49959,
    764,
    621,
    3255,
    764,
    736,
    310,
    421,
    320,
    8548,
    621,
    845,
    1218,
    394,
    2510,
    501,
    5309,
    14578,
    445,
    71255,
    3255,
    537,
    1730,
    1189,
    3079,
    310,
    421,
    1505,
    8548,
    85622,
    1218,
    394,
    2510,
    501,
    52612,
    445,
    7134,
    2669,
    5927,
    1189,
    3079,
    310,
    3255,
    75888,
    84804,
    1647,
    310,
    3255,
    55253,
    75888,
    2121,
    84804,
    1647,
    286,
    2553,
    286,
    584,
    13050,
    27,
    71255,
    6471,
    29,
    2126,
    5728,
    4262,
    596,
    3568,
    286,
    972,
    310,
    470,
    716,
    38329,
    25876,
    17067,
    2601,
    589,
    435,
    85622,
    736,
    286,
    2553,
    286,
    584,
    13050,
    27,
    71255,
    6471,
    29,
    2126,
    4262,
    596,
    1359,
    9366,
    1548,
    96339,
    1218,
    286,
    972,
    310,
    470,
    716,
    38329,
    25876,
    17067,
    2601,
    589,
    435,
    46404,
    46404,
    764,
    621,
    96339,
    736,
    286,
    1686,
    262,
    1686,
    92,
    80823,
    73594,
    151645,
    198,
    151644,
    77091,
    198,
    73594,
    60073,
    198,
    144247,
    2308,
    22513,
    2038,
    16507,
    624,
    73594
  ],
  "total_duration": 1118584000,
  "load_duration": 132877600,
  "prompt_eval_count": 410,
  "prompt_eval_duration": 534708400,
  "eval_count": 11,
  "eval_duration": 450374700
}
[2025-08-03T15:21:53.602Z] [INFO] _updateWebview called with: isLoading=false, isUmlGeneration=false
[2025-08-03T15:21:53.603Z] [INFO] Comando 'command.findDuplicateLogic.title' completado con éxito.
[2025-08-03T15:22:08.175Z] [INFO] Ejecutando comando: command.findDuplicateLogic.title
[2025-08-03T15:22:08.177Z] [INFO] _updateWebview called with: isLoading=true, isUmlGeneration=false
[2025-08-03T15:22:08.179Z] [INFO] Enviando petición a Ollama...
{
  "baseUrl": "http://localhost:11434",
  "model": "qwen2.5-coder:7b"
}
[2025-08-03T15:22:08.966Z] [INFO] Respuesta recibida de Ollama:
{
  "model": "qwen2.5-coder:7b",
  "created_at": "2025-08-03T15:22:08.9568629Z",
  "response": "✅ No duplicate code detected.",
  "done": true,
  "done_reason": "stop",
  "context": [
    151644,
    8948,
    198,
    2610,
    525,
    1207,
    16948,
    11,
    3465,
    553,
    54364,
    14817,
    13,
    1446,
    525,
    264,
    10950,
    17847,
    13,
    151645,
    198,
    151644,
    872,
    198,
    2610,
    525,
    264,
    22513,
    2038,
    17984,
    4712,
    382,
    98743,
    25,
    4615,
    4453,
    2033,
    1969,
    387,
    304,
    662,
    382,
    2082,
    55856,
    279,
    2038,
    311,
    11140,
    73045,
    54903,
    476,
    3143,
    12,
    1713,
    938,
    2038,
    10010,
    624,
    5598,
    264,
    1895,
    304,
    73192,
    3561,
    624,
    2461,
    1817,
    66533,
    11,
    1473,
    279,
    2038,
    68642,
    323,
    862,
    1555,
    5109,
    624,
    2679,
    902,
    42328,
    525,
    1730,
    11,
    470,
    264,
    1943,
    1741,
    438,
    25,
    364,
    144247,
    2308,
    22513,
    2038,
    16507,
    21696,
    4421,
    715,
    2078,
    311,
    37427,
    2986,
    320,
    66,
    52917,
    982,
    73594,
    66,
    52917,
    198,
    322,
    8025,
    14,
    71255,
    1860,
    18775,
    319,
    970,
    739,
    463,
    970,
    739,
    3572,
    4341,
    463,
    970,
    739,
    6034,
    463,
    970,
    11635,
    2320,
    9899,
    1926,
    2231,
    11635,
    2320,
    38825,
    319,
    1666,
    262,
    584,
    536,
    35081,
    1860,
    319,
    262,
    972,
    286,
    869,
    5762,
    1759,
    27,
    71255,
    6471,
    29,
    716,
    38329,
    25876,
    463,
    286,
    869,
    526,
    716,
    3600,
    6471,
    764,
    284,
    220,
    16,
    1926,
    286,
    584,
    35081,
    1860,
    3568,
    286,
    972,
    310,
    716,
    38329,
    25876,
    284,
    501,
    1759,
    27,
    71255,
    6471,
    15921,
    286,
    2553,
    286,
    584,
    35081,
    6471,
    35081,
    7134,
    80436,
    2311,
    11,
    12039,
    4462,
    1218,
    286,
    972,
    310,
    421,
    320,
    2190,
    4506,
    4262,
    51430,
    1218,
    394,
    2510,
    501,
    52612,
    445,
    7134,
    374,
    2669,
    11679,
    291,
    1189,
    3079,
    310,
    762,
    3255,
    284,
    501,
    35081,
    6471,
    2490,
    3600,
    6471,
    764,
    22432,
    2311,
    11,
    4462,
    736,
    310,
    2311,
    75888,
    2121,
    4262,
    51430,
    1647,
    310,
    716,
    38329,
    25876,
    1904,
    23794,
    736,
    310,
    470,
    3255,
    463,
    286,
    2553,
    286,
    584,
    737,
    3411,
    7134,
    1548,
    3255,
    764,
    1218,
    286,
    972,
    310,
    762,
    3255,
    284,
    716,
    38329,
    25876,
    29620,
    2601,
    589,
    435,
    49959,
    764,
    621,
    3255,
    764,
    736,
    310,
    421,
    320,
    8548,
    621,
    845,
    1218,
    394,
    2510,
    501,
    5309,
    14578,
    445,
    71255,
    3255,
    537,
    1730,
    1189,
    3079,
    310,
    421,
    1505,
    8548,
    85622,
    1218,
    394,
    2510,
    501,
    52612,
    445,
    7134,
    2669,
    5927,
    1189,
    3079,
    310,
    3255,
    75888,
    84804,
    1647,
    310,
    3255,
    55253,
    75888,
    2121,
    84804,
    1647,
    286,
    2553,
    286,
    584,
    13050,
    27,
    71255,
    6471,
    29,
    2126,
    5728,
    4262,
    596,
    3568,
    286,
    972,
    310,
    470,
    716,
    38329,
    25876,
    17067,
    2601,
    589,
    435,
    85622,
    736,
    286,
    2553,
    286,
    584,
    13050,
    27,
    71255,
    6471,
    29,
    2126,
    4262,
    596,
    1359,
    9366,
    1548,
    96339,
    1218,
    286,
    972,
    310,
    470,
    716,
    38329,
    25876,
    17067,
    2601,
    589,
    435,
    46404,
    46404,
    764,
    621,
    96339,
    736,
    286,
    1686,
    262,
    1686,
    92,
    80823,
    73594,
    151645,
    198,
    151644,
    77091,
    198,
    144247,
    2308,
    22513,
    2038,
    16507,
    13
  ],
  "total_duration": 765761000,
  "load_duration": 149781900,
  "prompt_eval_count": 410,
  "prompt_eval_duration": 335643200,
  "eval_count": 7,
  "eval_duration": 278612000
}
[2025-08-03T15:22:08.967Z] [INFO] _updateWebview called with: isLoading=false, isUmlGeneration=false
[2025-08-03T15:22:08.968Z] [INFO] Comando 'command.findDuplicateLogic.title' completado con éxito.
